FIPS,County,State,Republican,Democrat,Other Votes,Population
36105,Sullivan,NY,15931,12568,1456,78613
36107,Tioga,NY,13260,7526,1513,48452
36109,Tompkins,NY,10371,28890,3417,105737
36111,Ulster,NY,35239,44597,5454,181841
36113,Warren,NY,15751,13091,2566,65737
36115,Washington,NY,13610,9098,1820,61297
36117,Wayne,NY,23380,13473,2834,91286
36119,Westchester,NY,131238,272926,16491,1004469
36121,Wyoming,NY,12442,3904,952,40544
36123,Yates,NY,5660,3659,747,24769
51001,Accomack,VA,8583,6740,495,33418
51003,Albemarle,VA,19259,33345,4122,112395
51005,Alleghany,VA,4874,2166,285,15211
51007,Amelia,VA,4708,2128,204,13260
51009,Amherst,VA,9719,5057,620,31310
51011,Appomattox,VA,5715,2023,259,16116
51013,Arlington,VA,20186,92016,9137,238642
51015,Augusta,VA,26163,8177,2003,77485
51017,Bath,VA,1548,603,102,4204
51019,Bedford,VA,30659,9768,2098,79465
51021,Bland,VA,2573,453,113,6273
51023,Botetourt,VA,13375,4494,870,33595
51025,Brunswick,VA,3046,4481,142,15846
51027,Buchanan,VA,7296,1721,230,20343
51029,Buckingham,VA,3950,3128,211,16831
51031,Campbell,VA,19551,6664,1320,55699
51033,Caroline,VA,7147,6432,669,30881
51035,Carroll,VA,10663,2559,433,29158
51036,Charles,VA,1476,2496,135,6771
51037,Charlotte,VA,3479,2155,173,11533
51041,Chesterfield,VA,85045,81074,10243,364061
51043,Clarke,VA,4661,3051,501,14787
51045,Craig,VA,2140,541,110,4892
51047,Culpeper,VA,13349,7759,1110,52550
51049,Cumberland,VA,2697,2036,173,9676
51051,Dickenson,VA,4932,1335,173,14128
51053,Dinwiddie,VA,7447,5765,363,27941
51057,Essex,VA,2657,2542,173,10600
51059,Fairfax,VA,157710,355133,38340,1150294
51061,Fauquier,VA,22127,12971,2362,72964
51063,Floyd,VA,5293,2300,457,15475
51065,Fluvanna,VA,7025,5760,807,27252
51067,Franklin,VA,18569,7257,1145,54467
51069,Frederick,VA,26083,11932,2425,91418
51071,Giles,VA,5910,1950,352,16792
51073,Gloucester,VA,13096,5404,1119,38715
51075,Goochland,VA,8384,4889,764,24730
51077,Grayson,VA,5592,1407,286,15336
51079,Greene,VA,5945,2924,738,20554
51081,Greensville,VA,1737,2558,68,11391
51083,Halifax,VA,9704,6897,393,34024
51085,Hanover,VA,39630,19382,3711,109977
51087,Henrico,VA,59857,93935,9744,334931
51089,Henry,VA,15208,8198,685,50949
51091,Highland,VA,958,371,62,2232
51093,Isle of Wight,VA,12204,7881,990,38611
51095,James City,VA,21306,19105,2758,78253
51097,King and Queen,VA,2099,1468,123,6606
51099,King George,VA,7341,4007,702,26724
51101,King William,VA,5975,2760,411,17811
51103,Lancaster,VA,3523,2869,253,10923
51105,Lee,VA,7543,1627,229,22172
51107,Loudon,VA,69949,100795,12306,420957
51109,Louisa,VA,10528,6212,872,37597
51111,Lunenburg,VA,3204,2227,155,11936
51113,Madison,VA,4419,2203,357,13841
51115,Mathews,VA,3517,1563,231,8533
51117,Mecklenburg,VA,8288,6285,372,30315
51119,Middlesex,VA,3670,2108,239,10625
51121,Montgomery,VA,19459,20021,3551,99719
51125,Nelson,VA,4154,3689,468,14772
51127,New Kent,VA,8118,3546,569,22944
51131,Northampton,VA,2686,3255,227,12281
51133,Northumberland,VA,4302,2852,243,11839
51135,Nottoway,VA,3712,2829,203,15649
51137,Orange,VA,10521,5957,789,36186
51139,Page,VA,7831,2514,395,23709
51141,Patrick,VA,6454,1768,303,17610
51143,Pittsylvania,VA,21554,9199,845,60498
51145,Powhatan,VA,11885,4060,943,30343
51147,Prince Edward,VA,4101,4591,451,21849
51149,Prince George,VA,9157,6419,608,43010
51153,Prince William,VA,71721,113144,11577,482200
51155,Pulaski,VA,10322,4172,671,33799
51157,Rappahannock,VA,2539,1747,197,7349
51159,Richmond,VA,2213,1347,101,8919
51161,Roanoke,VA,31408,17200,2881,96931
51163,Rockbridge,VA,6680,3508,607,22652
51165,Rockingham,VA,25990,9366,2131,83763
51167,Russell,VA,9521,2330,395,25784
51169,Scott,VA,8247,1581,272,21569
51171,Shenandoah,VA,14094,5273,1141,44190
51173,Smyth,VA,9750,2665,475,29801
51175,Southampton,VA,5035,3595,242,18000
51177,Spotsylvania,VA,34623,24207,3719,140092
51179,Stafford,VA,33868,27908,4158,156939
51181,Surry,VA,1819,2272,137,6558
51183,Sussex,VA,2055,2879,110,10827
51185,Tazewell,VA,15168,2895,503,40437
51187,Warren,VA,11773,5169,1009,40721
51191,Washington,VA,19320,5553,973,53936
51193,Westmoreland,VA,4448,3836,290,18479
51195,Wise,VA,12086,2701,376,36118
51197,Wythe,VA,10046,2770,512,28291
51199,York,VA,18837,12999,2277,70052
51510,Alexandria,VA,13285,57242,5235,159464
51520,Bristol,VA,4892,1835,300,17219
51530,Buena Vista,VA,1430,693,284,6641
51540,Charlottesville,VA,2960,17901,1606,46553
51550,Chesapeake,VA,54047,52627,5988,249369
51570,Colonial Heights,VA,5681,2367,409,18170
51580,Covington,VA,914,914,119,5747
51590,Danville,VA,7303,11059,578,42590
51595,Emporia,VA,789,1530,47,5764
51600,Fairfax,VA,3702,7367,959,24147
51610,Falls Church,VA,1324,5819,614,14661
51620,Franklin,VA,1421,2519,121,8176
51630,Fredericksburg,VA,3744,6707,806,27973
51640,Galax,VA,1603,681,92,6725
51650,Hampton,VA,17902,17902,3063,137157
51660,Harrisonburg,VA,6262,6262,1513,51810
51670,Hopewell,VA,3885,3885,399,23031
51678,Lexington,VA,766,1514,185,7321
51680,Lynchburg,VA,17982,14792,2883,79007
51683,Manassas,VA,5953,8423,1035,42773
51685,Manassas Park,VA,1733,3204,295,17217
51690,Martinsville,VA,2149,3533,225,13480
51700,Newport News,VA,25468,45618,4551,186245
51710,Norfolk,VA,21552,57023,4810,238003
51720,Norton,VA,1021,383,56,3697
51730,Petersburg,VA,1451,12021,314,33463
51735,Poquoson,VA,5092,1601,484,12456
51740,Portsmouth,VA,12795,28497,1969,97912
51750,Radford,VA,2638,2925,519,16069
51760,Richmond,VA,15581,81259,6566,226548
51770,Roanoke,VA,14789,22286,2391,100014
51775,Salem,VA,7226,4202,797,25347
51790,Staunton,VA,5133,5333,789,25753
51800,Suffolk,VA,18006,23280,1954,94370
51810,Virginia Beach,VA,98224,91032,13763,459476
51820,Waynesboro ,VA,4801,3764,639,22196
51830,Williamsburg,VA,1925,5206,495,15413
51840,Winchester,VA,4790,5164,711,28124
51515,Bedford City,VA,,,,0
9001,Fairfield,CT,160077,243852,17280,957419
9003,Hartford,CT,148173,240403,18288,899498
9005,Litchfield,CT,53051,39775,4616,185186
9007,Middlesex,CT,38867,45357,4400,164245
9009,New Haven,CT,159048,205609,14349,864835
9011,New London,CT,54058,62278,7192,268555
9013,Tolland,CT,34194,38506,4724,149788
9015,Windham,CT,25747,21792,3284,116418
54001,Barbour,WV,4527,1222,367,15465
54003,Berkeley,WV,28244,12321,2799,122075
54005,Boone,WV,6504,1790,485,21809
54007,Braxton,WV,3537,1321,242,12449
54009,Brooke,WV,6625,2568,503,22551
54011,Cabell,WV,19850,11447,2294,94347
54013,Calhoun,WV,2035,456,147,6227
54015,Clay,WV,2300,568,127,8047
54017,Doddridge,WV,2358,362,143,7807
54019,Fayette,WV,10357,4290,831,40483
54021,Gilmer,WV,1896,545,138,7415
54023,Grant,WV,4346,512,107,10976
54025,Greenbrier,WV,9556,3765,903,32973
54027,Hampshire,WV,6692,1580,407,23094
54029,Hancock,WV,8909,3262,631,29093
54031,Hardy,WV,4274,1155,245,14295
54033,Harrison,WV,18750,7694,1907,65914
54035,Jackson,WV,9020,2663,621,27792
54037,Jefferson,WV,13204,9518,1786,57705
54039,Kanawha,WV,43850,28263,4775,180749
54041,Lewis,WV,5274,1347,315,17031
54043,Lincoln,WV,5307,1459,371,20456
54045,Logan,WV,9897,2092,451,32574
54047,McDowell,WV,4629,1438,179,19115
54049,Marion,WV,14668,6964,1735,56216
54051,Marshall,WV,9666,2918,769,30583
54053,Mason,WV,7654,2081,534,25451
54055,Mercer,WV,17404,4704,1089,59654
54057,Mineral,WV,9070,2050,551,26932
54059,Mingo,WV,7911,1370,231,23573
54061,Monongalia,WV,18432,14699,3641,105821
54063,Monroe,WV,4443,1111,298,12378
54065,Morgan,WV,5732,1573,432,17066
54067,Nicholas,WV,7251,1840,488,24603
54069,Ohio,WV,11139,5493,1582,42440
54071,Pendleton,WV,2398,729,127,6144
54073,Pleasants,WV,2358,621,200,7650
54075,Pocahontas,WV,2496,928,251,7869
54077,Preston,WV,9538,2470,756,34213
54079,Putnam,WV,17788,5884,1539,57441
54081,Raleigh,WV,22048,6443,1401,74583
54083,Randolph,WV,7629,2735,605,27933
54085,Ritchie,WV,3405,496,204,8446
54087,Roane,WV,3781,1222,313,14028
54089,Summers,WV,3455,1190,248,11967
54091,Taylor,WV,4733,1491,369,16704
54093,Tucker,WV,2565,751,185,6759
54095,Tyler,WV,2996,507,189,8304
54097,Upshur,WV,7005,1766,527,23815
54099,Wayne,WV,11152,3357,838,38988
54101,Webster,WV,2302,556,153,8379
54103,Wetzel,WV,4519,1359,434,14453
54105,Wirt,WV,1911,386,125,5197
54107,Wood,WV,25434,8400,2237,84292
54109,Wyoming,WV,6547,1062,271,21389
44001,Bristol,RI,8965,14609,1901,50789
44003,Kent,RI,38336,37788,5929,170360
44005,Newport,RI,15077,22851,3117,85649
44007,Providence,RI,90882,142899,14693,660728
44009,Washington,RI,27230,33741,5398,129845
25001,Barnstable,MA,54099,72430,9252,228995
25003,Berkshire,MA,16839,43714,5064,129039
25005,Bristol,MA,105443,129540,17157,579208
25007,Dukes,MA,2477,8400,797,20605
25009,Essex,MA,136316,222310,26744,809827
25011,Franklin,MA,10364,24478,3979,71028
25013,Hampden,MA,78685,112590,14826,465839
25015,Hampshire,MA,21790,55367,7036,162316
25017,Middlesex,MA,219793,520360,56582,1632028
25019,Nantucket,MA,1892,4146,470,14251
25021,Norfolk,MA,119723,221819,26153,725932
25023,Plymouth,MA,115369,135513,20295,530819
25025,Suffolk,MA,50421,245751,17111,800930
25027,Worcester,MA,157682,198778,33491,862116
39001,Adams,OH,8659,2326,427,27471
39003,Allen,OH,30487,13294,2453,102211
39005,Ashland,OH,17493,5740,1504,52437
39007,Ashtabula,OH,23318,15577,2285,97567
39009,Athens,OH,11354,16370,1985,62437
39011,Auglaize,OH,18658,3980,1156,46427
39013,Belmont,OH,21108,8785,1438,66497
39015,Brown,OH,14573,4353,756,43673
39017,Butler,OH,106976,58642,9376,390352
39019,Carroll,OH,9254,3154,740,26716
39021,Champaign,OH,12631,4594,1018,38712
39023,Clarke,OH,35205,23328,3360,135971
39025,Clermont,OH,67518,26715,5739,208595
39027,Clinton,OH,13838,4066,862,42022
39029,Columbiana,OH,31676,12432,2384,101879
39031,Coshocton,OH,10785,4013,861,36606
39033,Crawford,OH,13611,4625,1093,42016
39035,Cuyahoga,OH,184212,398276,26391,1264775
39037,Darke,OH,20012,4470,1119,51873
39039,Defiance,OH,11688,5368,1293,38279
39041,Delaware,OH,57568,40872,7199,214135
39043,Erie,OH,19648,16057,2157,75619
39045,Fairfield,OH,44314,24881,4359,158908
39047,Fayette,OH,7995,2739,498,28948
39049,Franklin,OH,199331,351198,36995,1323810
39051,Fulton,OH,13709,6069,1575,42713
39053,Gallia,OH,9822,2628,554,29216
39055,Geauga,OH,30227,17569,2866,95433
39057,Greene,OH,48540,28943,5454,167969
39059,Guernsey,OH,11445,4359,843,38442
39061,Hamilton,OH,173665,215719,19725,830628
39063,Hancock,OH,24183,9609,2442,74920
39065,Hardin,OH,8717,2920,717,30690
39067,Harrison,OH,5098,1688,319,14485
39069,Henry,OH,9301,3756,996,27663
39071,Highland,OH,14020,3773,795,43313
39073,Hocking,OH,8497,3775,657,28053
39075,Holmes,OH,8720,1788,598,44214
39077,Huron,OH,16226,7192,1584,58571
39079,Jackson,OH,9949,3226,601,32646
39081,Jefferson,OH,21117,9675,1619,65248
39083,Knox,OH,19131,8171,1625,62721
39085,Lake,OH,64255,46397,6538,232521
39087,Lawrence,OH,18689,6974,1126,58232
39089,Licking,OH,51241,27376,5007,178513
39091,Logan,OH,15957,4647,1108,46153
39093,Lorain,OH,66818,66949,6795,312956
39095,Lucas,OH,75698,110833,11948,431281
39097,Madison,OH,11631,4779,1011,43843
39099,Mahoning,OH,53616,57381,4974,228612
39101,Marion,OH,16961,7928,1589,65353
39103,Medina,OH,54810,32182,5171,182475
39105,Meigs,OH,7309,2260,472,22206
39107,Mercer,OH,17506,3384,926,42539
39109,Miami,OH,37079,13120,2895,108775
39111,Monroe,OH,4868,1662,323,13383
39113,Montgomery,OH,123909,122016,13951,537306
39115,Morgan,OH,4431,1736,310,13807
39117,Morrow,OH,11948,3761,979,34945
39119,Muskingum,OH,24056,11123,2066,86421
39121,Noble,OH,4549,1221,269,14110
39123,Ottawa,OH,12653,8285,1447,40362
39125,Paulding,OH,6500,2093,502,18806
39127,Perry,OH,10228,4138,735,35406
39129,Pickaway,OH,17076,6529,1307,58545
39131,Pike,OH,7902,3539,510,27090
39133,Portage,OH,39971,32397,4394,161796
39135,Preble,OH,15446,4325,910,40998
39137,Putnam,OH,14961,2922,974,34435
39139,Richland,OH,36590,16085,2749,124927
39141,Ross,OH,18652,10356,1557,77078
39143,Sandusky,OH,16316,9929,2040,58886
39145,Scioto,OH,20550,9132,1321,74009
39147,Seneca,OH,14825,7404,1954,55076
39149,Shelby,OH,18590,4243,996,48229
39151,Stark,OH,98388,68146,9631,374864
39153,Summit,OH,112026,134256,14064,540429
39155,Trumbull,OH,49024,43014,4638,202064
39157,Tuscarawas,OH,26918,12188,2500,93265
39159,Union,OH,18096,7718,1881,62783
39161,Van Wert,OH,10469,2697,604,28931
39163,Vinton,OH,3883,1351,306,12800
39165,Warren,OH,77643,33730,6936,242346
39167,Washington,OH,20514,8026,1597,59767
39169,Wayne,OH,32270,15031,2916,116900
39171,Williams,OH,11939,4358,1011,37104
39173,Wood,OH,32498,27318,5010,132247
39175,Wyandot,OH,7468,2515,655,21896
50001,Addison,VT,5297,11219,2515,37365
50003,Bennington,VT,5925,9539,1917,37342
50005,Caledonia,VT,5534,6445,2095,30232
50007,Chittenden,VT,18601,54814,10001,168321
50009,Essex,VT,1506,1019,400,5920
50011,Franklin,VT,8752,9351,3308,49951
50013,Grand Isle,VT,1487,2094,528,7291
50015,Lamoille,VT,3570,7241,1951,25945
50017,Orange,VT,5007,7541,2101,29283
50019,Orleans,VT,5159,5185,1702,27401
50021,Rutland,VT,12479,13635,3501,60574
50023,Washington,VT,7993,18594,4499,59800
50025,Windham,VT,5454,14340,2840,45915
50027,Windsor,VT,8605,17556,3767,57737
33001,Belknap,NH,19315,13517,2213,63707
33003,Carroll,NH,14635,12987,1994,50105
33005,Cheshire,NH,16876,22064,2955,76454
33007,Coos,NH,7952,6563,1112,31260
33009,Grafton,NH,19010,28510,3671,91122
33011,Hillsborough,NH,100013,99589,14555,422938
33013,Merrimack,NH,37674,40198,5776,153805
33015,Rockingham,NH,90447,79994,10993,314180
33017,Strafford,NH,29072,34894,5034,130895
33019,Sullivan,NH,10796,10210,1677,43058
23001,Androscoggin,ME,28227,23009,4365,111132
23003,Aroostook,ME,19419,13386,2292,67099
23005,Cumberland,ME,57709,102981,11128,303065
23007,Franklin,ME,7918,7016,1554,29452
23009,Hancock,ME,13705,16117,2308,55482
23011,Kennebec,ME,31675,29302,5231,124503
23013,Knox,ME,9148,12443,1556,40604
23015,Lincoln,ME,9727,10241,1535,35248
23017,Oxford,ME,16210,12172,2819,57765
23019,Penobscot,ME,41622,32838,6080,152187
23021,Piscataquis,ME,5406,3098,678,16801
23023,Sagadahoc,ME,9304,10664,1648,36703
23025,Somerset,ME,15001,9092,1971,50481
23027,Waldo,ME,10378,10440,1889,39596
23029,Washington,ME,9093,6075,1197,31090
23031,York,ME,50403,55844,8027,211969
18001,Adams,IN,9648,2805,741,35805
18003,Allen,IN,83930,55382,9320,385394
18005,Bartholomew,IN,20640,9841,2236,82211
18007,Benton,IN,2579,860,249,8717
18009,Blackford,IN,3350,1243,288,12109
18011,Boone,IN,19654,10181,2702,70809
18013,Brown,IN,5016,2518,467,15474
18015,Carroll,IN,6273,1892,536,20308
18017,Cass,IN,9701,3759,749,37859
18019,Clark,IN,30035,18808,2946,121093
18021,Clay,IN,8531,2306,498,26462
18023,Clinton,IN,8531,2819,641,33189
18025,Crawford,IN,3015,1323,304,10528
18027,Daviess,IN,8545,1800,474,33380
18029,Dearborn,IN,18113,4883,1135,50676
18031,Decatur,IN,8490,2121,567,26475
18033,Dekalb,IN,12054,3942,1000,43260
18035,Delaware,IN,24263,18153,3093,111909
18037,Dubois,IN,13365,5389,1341,43631
18039,Elkhart,IN,41867,20740,3632,207046
18041,Fayette,IN,6839,2252,507,23398
18043,Floyd,IN,21432,13945,2465,80479
18045,Fountain,IN,5662,1476,396,16480
18047,Franklin,IN,8669,1969,459,22791
18049,Fulton,IN,6010,1960,467,20479
18051,Gibson,IN,11081,3721,682,33008
18053,Grant,IN,17008,7010,1554,66680
18055,Greene,IN,10277,2929,655,30796
18057,Hamilton,IN,87404,57263,11299,347469
18059,Hancock,IN,25074,8904,2490,79838
18061,Harrison,IN,12943,4783,832,39656
18063,Hendricks,IN,48337,22600,5247,174778
18065,Henry,IN,13895,5124,1271,48910
18067,Howard,IN,23675,11215,2452,83664
18069,Huntington,IN,11649,3506,1026,36669
18071,Jackson,IN,12859,3843,965,46436
18073,Jasper,IN,9382,3329,767,32926
18075,Jay,IN,5697,1889,436,20471
18077,Jefferson,IN,8546,4326,781,33143
18079,Jennings,IN,8224,2364,643,27611
18081,Johnson,IN,45456,17318,4373,161763
18083,Knox,IN,11077,3772,753,36289
18085,Kosciusko,IN,23935,6313,2193,80233
18087,LaGrange,IN,7025,2080,561,40453
18089,Lake,IN,75625,116935,10243,498705
18091,LaPorte,IN,22687,19798,3124,112404
18093,Lawrence,IN,14035,4210,993,45015
18095,Madison,IN,32376,18595,3407,130121
18097,Marion,IN,130360,212899,23620,977202
18099,Marshall,IN,12288,4798,1155,46085
18101,Martin,IN,3697,881,268,9811
18103,Miami,IN,9975,2766,860,35963
18105,Monroe,IN,20592,34216,3646,139711
18107,Montgomery,IN,11059,3362,851,37930
18109,Morgan,IN,23674,6040,1732,71776
18111,Newton,IN,4077,1404,379,13835
18113,Noble,IN,12198,3904,1002,47462
18115,Ohio,IN,2118,686,117,5935
18117,Orange,IN,5803,2048,427,19870
18119,Owen,IN,6153,1946,517,21327
18121,Parke,IN,4863,1441,332,16147
18123,Perry,IN,4556,3062,474,19170
18125,Pike,IN,4398,1297,282,12253
18127,Porter,IN,38832,33676,5758,173207
18129,Posey,IN,8404,3521,667,25218
18131,Pulaski,IN,3854,1327,278,12514
18133,Putnam,IN,10637,3356,825,36734
18135,Randolph,IN,7517,2446,560,24508
18137,Ripley,IN,9806,2471,658,28985
18139,Rush,IN,5292,1525,449,16748
18141,St. Joseph,IN,52021,52252,7569,272916
18143,Scott,IN,6074,2642,431,24388
18145,Shelby,IN,12718,4247,1115,45049
18147,Spencer,IN,6572,2861,615,19812
18149,Starke,IN,6367,2489,460,23383
18151,Steuben,IN,10133,3744,837,34439
18153,Sullivan,IN,6138,2113,362,20811
18155,Switzerland,IN,2558,930,221,9760
18157,Tippecanoe,IN,30768,27282,5292,186255
18159,Tipton,IN,5589,1587,334,15357
18161,Union,IN,2445,715,155,7088
18163,Vanderburgh,IN,40496,28530,4349,180128
18165,Vermillion,IN,4513,2081,379,15443
18167,Vigo,IN,21937,15931,2259,106158
18169,Wabash,IN,9821,3018,713,30981
18171,Warren,IN,2898,839,216,8434
18173,Warrick,IN,19113,9086,1741,63892
18175,Washington,IN,8209,2636,537,28168
18177,Wayne,IN,16028,8322,1229,66541
18179,Wells,IN,10005,2586,696,28169
18181,White,IN,6893,2590,614,24698
18183,Whitley,IN,11358,3379,1022,34181
26001,Alcona,MI,4201,1732,265,10169
